ScenarioTime;ThrottleAPredicted;ThrottleA;ThrottleB;CarPosXA;CarPosXB;CarPosZA;CarPosZB;SteerA;SteerB
32.6965;0.01655895;0.2131;0;20.9219;-20.6015;-45.4872;43.6055;-0.1261;-0.4351
32.7661;0.03561595;0.227;0;20.8513;-20.435;-45.4696;43.3757;-0.1253;-0.4788
32.8359;0.04947087;0.2451;0;20.7787;-20.2609;-45.4517;43.1597;-0.1243;-0.5128
32.9053;0.05717036;0.2586;0;20.7045;-20.0816;-45.4335;42.9594;-0.1227;-0.533
32.9753;0.0727489;0.2697;0;20.6279;-19.8958;-45.4149;42.7724;-0.1201;-0.5741
33.0449;0.09445027;0.2791;-0.0317;20.5495;-19.7057;-45.3961;42.6012;-0.1174;-0.6378
33.1147;0.11091176;0.2867;-0.0635;20.4686;-19.5108;-45.3768;42.4472;-0.115;-0.685
33.1843;0.11721951;0.2922;-0.0556;20.3853;-19.314;-45.357;42.3127;-0.1133;-0.7097
33.2546;0.12543339;0.2993;-0.0556;20.2992;-19.1155;-45.3368;42.1961;-0.1115;-0.7415
33.3245;0.1356849;0.3147;-0.0635;20.211;-18.9184;-45.3163;42.0969;-0.1106;-0.7793
33.394;0.1507467;0.334;-0.0635;20.1205;-18.7246;-45.2955;42.015;-0.1106;-0.8219
33.4636;0.16907585;0.348;-0.0714;20.027;-18.5341;-45.2743;41.9493;-0.1106;-0.8633
33.533;0.18386582;0.3535;-0.0952;19.9308;-18.3496;-45.2528;41.9001;-0.1106;-0.8863
33.6025;0.18691182;0.355;-0.1071;19.8317;-18.1714;-45.2309;41.8655;-0.1106;-0.8834
33.6721;0.18397278;0.3575;-0.1071;19.7293;-18.0005;-45.2087;41.8431;-0.1106;-0.8724
33.7417;0.18590873;0.3582;-0.127;19.6238;-17.8369;-45.1861;41.8298;-0.1106;-0.8646
33.811;0.20690727;0.3578;-0.2103;19.5152;-17.6816;-45.1633;41.8241;-0.1106;-0.8674
33.8809;0.25203425;0.3561;-0.3611;19.4035;-17.5361;-45.1403;41.8247;-0.1106;-0.8728
33.9502;0.2626917;0.3549;-0.4008;19.2891;-17.4063;-45.1172;41.8311;-0.1106;-0.8722
34.021;0.27841908;0.3538;-0.4762;19.1694;-17.2918;-45.0935;41.8415;-0.1106;-0.8622
34.0903;0.28861344;0.3032;-0.5469;19.049;-17.1992;-45.0701;41.8531;-0.1116;-0.8475
34.1599;0.31676507;0.1819;-0.6523;18.9258;-17.1273;-45.0467;41.864;-0.1141;-0.8256
34.2295;0.35901105;0.1074;-0.75;18.8017;-17.0797;-45.0236;41.8721;-0.1158;-0.791
34.2991;0.26997855;0.0634;-0.6875;18.6772;-17.0577;-45.0011;41.8763;-0.1163;-0.7338
34.3687;0.1453434;0.0375;-0.5781;18.5538;-17.057;-44.9793;41.877;-0.1163;-0.6634
34.438;0.01662016;0.0221;-0.4444;18.4316;-17.0577;-44.9582;41.8769;-0.1165;-0.5786
34.5095;-0.0710869;0.0161;-0.4365;18.323;-17.0586;-44.9399;41.8767;-0.1187;-0.4853
34.5776;-0.10945996;0.0118;-0.4325;18.1948;-17.0596;-44.9188;41.8764;-0.1216;-0.4146
34.6487;-0.1382272;0.0077;-0.4444;18.0704;-17.0603;-44.8991;41.8763;-0.1234;-0.356
34.7183;-0.1835875;0.0046;-0.4166;17.9539;-17.0608;-44.8812;41.8761;-0.1237;-0.2951
34.7881;-0.2201236;0.0027;-0.3452;17.8394;-17.0611;-44.8642;41.876;-0.1237;-0.2357
34.8577;-0.21182479;0.0016;-0.3651;17.7262;-17.0614;-44.8479;41.876;-0.1237;-0.1932
34.927;-0.21405993;0.0009;-0.3651;17.6151;-17.0615;-44.8323;41.8759;-0.1237;-0.1796
34.9963;-0.22092265;0.0006;-0.3651;17.5055;-17.0616;-44.8173;41.8759;-0.1237;-0.1801
35.0659;-0.23079656;0.0003;-0.3651;17.3975;-17.0617;-44.803;41.8758;-0.1237;-0.1897
35.1355;-0.24003273;0.0002;-0.4206;17.291;-17.0617;-44.7893;41.8758;-0.1237;-0.2022
35.2053;-0.24840811;0.0001;-0.4444;17.1859;-17.0617;-44.7763;41.8758;-0.1237;-0.211
35.2751;-0.25552073;0.0001;-0.4285;17.0818;-17.0617;-44.7638;41.8758;-0.1246;-0.2131
35.3447;-0.25923955;-0.0595;-0.4365;16.9799;-17.0617;-44.7519;41.8758;-0.1266;-0.2081
35.4146;-0.26133305;-0.0595;-0.4444;16.8801;-17.0617;-44.7407;41.8758;-0.1281;-0.1957
35.4844;-0.26294765;-0.1389;-0.4444;16.7841;-17.0617;-44.7304;41.8758;-0.1282;-0.1795
35.554;-0.25867856;-0.2857;-0.4285;16.6944;-17.0617;-44.7211;41.8758;-0.1282;-0.1578
35.624;-0.24177422;-0.2182;-0.3174;16.6151;-17.0617;-44.7131;41.8758;-0.1282;-0.1347
35.6941;-0.18505329;-0.2659;-0.1111;16.5465;-17.0617;-44.7064;41.8758;-0.1282;-0.1084
35.7639;-0.16578665;-0.5234;-0.0437;16.4889;-17.0617;-44.701;41.8758;-0.1282;-0.0866
35.8337;-0.16781548;-0.5976;-0.0437;16.4495;-17.0617;-44.6973;41.8758;-0.1282;-0.0706
35.9038;-0.17007834;-0.5937;-0.0437;16.4322;-17.0617;-44.6958;41.8758;-0.1282;-0.0588
35.9734;-0.16978689;-0.7383;-0.0397;16.4318;-17.0617;-44.6956;41.8758;-0.1282;-0.0526
36.0427;-0.16749066;-0.75;-0.0317;16.4323;-17.0617;-44.6955;41.8758;-0.1282;-0.0477
36.1123;-0.16793983;-0.7383;-0.0317;16.4329;-17.0617;-44.6955;41.8758;-0.1282;-0.0381
36.1816;-0.16844012;-0.75;-0.0317;16.4335;-17.0617;-44.6955;41.8758;-0.1282;-0.0258
36.2512;-0.17282575;-0.7734;-0.0437;16.434;-17.0617;-44.6954;41.8758;-0.1282;-0.0206
36.3208;-0.176918;-0.7617;-0.0556;16.4343;-17.0617;-44.6954;41.8758;-0.1282;-0.0218
36.3909;-0.17830168;-0.7422;-0.0595;16.4346;-17.0617;-44.6954;41.8758;-0.1282;-0.022
36.4604;-0.17836715;-0.7383;-0.0595;16.4347;-17.0617;-44.6954;41.8758;-0.1282;-0.022
36.5308;-0.17843457;-0.7383;-0.0595;16.4348;-17.0617;-44.6954;41.8758;-0.1282;-0.022
36.6003;-0.1743408;-0.7539;-0.0476;16.4349;-17.0617;-44.6954;41.8758;-0.1282;-0.0243
36.6702;-0.15766059;-0.7656;0;16.4349;-17.0617;-44.6954;41.8758;-0.1282;-0.0254
36.7397;-0.15777409;-0.7851;0;16.435;-17.0618;-44.6954;41.8757;-0.1282;-0.0214
36.8096;-0.15790424;-0.8008;0;16.435;-17.0619;-44.6954;41.8757;-0.1282;-0.0154
36.8804;-0.15802011;-0.8281;0;16.435;-17.0622;-44.6954;41.8757;-0.1282;-0.0098
36.9497;-0.15811704;-0.8359;0;16.435;-17.0626;-44.6954;41.8757;-0.1282;-0.0051
37.0195;-0.15816003;-0.8437;0;16.435;-17.0631;-44.6954;41.8757;-0.1282;0.0001
37.0894;-0.1587859;-0.8555;0;16.435;-17.0636;-44.6954;41.8757;-0.1274;0.0085
37.1589;-0.16038102;-0.8789;0;16.435;-17.0642;-44.6954;41.8758;-0.1257;0.0176
37.2288;-0.16173966;-0.8906;0;16.435;-17.065;-44.6954;41.8759;-0.1243;0.0253
37.2986;-0.15564983;-0.8906;0.0096;16.435;-17.0659;-44.6954;41.8761;-0.1236;0.0278
37.3682;-0.14506468;-0.8945;0.0262;16.435;-17.0668;-44.6954;41.8762;-0.1228;0.0257
37.4375;-0.13001487;-0.8945;0.0551;16.435;-17.0675;-44.6954;41.8763;-0.1193;0.0205
37.5232;-0.12916282;-0.8945;0.0758;16.435;-17.0678;-44.6954;41.8763;-0.1113;0.0121
37.6023;-0.13211611;-0.8867;0.0907;16.435;-17.0671;-44.6954;41.876;-0.1041;0.0047
37.6785;-0.13788533;-0.8867;0.1034;16.435;-17.0654;-44.6954;41.8754;-0.0967;-0.0007
37.748;-0.13947293;-0.8867;0.121;16.435;-17.0628;-44.6954;41.8747;-0.0894;-0.0042
37.8174;-0.13877532;-0.8789;0.1428;16.435;-17.0591;-44.6954;41.8737;-0.0804;-0.0081
37.8872;-0.14400259;-0.8789;0.1649;16.435;-17.054;-44.6954;41.8723;-0.0681;-0.0126
37.9568;-0.14701672;-0.8789;0.1927;16.435;-17.0472;-44.6954;41.8705;-0.0531;-0.0173
38.0269;-0.13098308;-0.8633;0.2367;16.435;-17.0385;-44.6954;41.8683;-0.0392;-0.0227
38.0969;-0.125449;-0.6055;0.2681;16.435;-17.0275;-44.6954;41.8656;-0.028;-0.029
38.1663;-0.11593191;0;0.2867;16.435;-17.0138;-44.6954;41.8622;-0.0244;-0.037
38.2358;-0.10559658;0;0.2977;16.4349;-16.9972;-44.6954;41.8582;-0.0244;-0.0471
38.3052;-0.09817644;0;0.3052;16.4349;-16.9775;-44.6953;41.8536;-0.0244;-0.0584
38.3755;-0.08206358;0;0.3242;16.4349;-16.9544;-44.6953;41.8483;-0.0244;-0.0694
38.4453;-0.04131368;0;0.3741;16.435;-16.9281;-44.6952;41.8424;-0.0244;-0.08
38.5151;-0.00030944;0;0.4256;16.4351;-16.898;-44.6952;41.8359;-0.0244;-0.0896
38.5854;0.00947191;0;0.4362;16.4352;-16.8634;-44.6952;41.8286;-0.0245;-0.0993
38.6553;-0.01256469;0.0012;0.4037;16.4353;-16.8244;-44.6951;41.8206;-0.0247;-0.109
38.7256;-0.03769559;0.026;0.3627;16.4355;-16.7807;-44.6951;41.8119;-0.0267;-0.1175
38.7949;-0.04865262;0.0787;0.3328;16.4355;-16.7337;-44.695;41.8027;-0.0303;-0.1236
38.8645;-0.05334803;0.1363;0.3151;16.4347;-16.6833;-44.6949;41.7931;-0.0336;-0.1255
38.9341;-0.05862336;0.1731;0.3047;16.4327;-16.6299;-44.6946;41.7832;-0.035;-0.1259
39.0037;-0.0631211;0.1949;0.2985;16.4289;-16.5734;-44.694;41.7728;-0.035;-0.1259
39.0737;-0.06499971;0.2124;0.2949;16.423;-16.5139;-44.6932;41.762;-0.035;-0.1259
39.1436;-0.06531902;0.2401;0.2928;16.4148;-16.4518;-44.6921;41.7508;-0.035;-0.1259
39.2131;-0.06207621;0.2732;0.2915;16.4039;-16.3871;-44.6906;41.7393;-0.0361;-0.1279
39.2827;-0.05646031;0.3014;0.2907;16.3903;-16.32;-44.6888;41.7276;-0.0382;-0.1295
39.3523;-0.05151555;0.3244;0.2903;16.3734;-16.2504;-44.6866;41.7158;-0.0398;-0.1307
39.4221;-0.05020097;0.3546;0.2878;16.353;-16.178;-44.6839;41.7037;-0.0402;-0.1317
39.4917;-0.05372177;0.399;0.2801;16.3289;-16.1033;-44.6808;41.6916;-0.0402;-0.1345
39.5613;-0.05957098;0.437;0.2694;16.3007;-16.0262;-44.6772;41.6795;-0.0402;-0.1381
39.6311;-0.06367987;0.4612;0.262;16.2675;-15.9467;-44.6729;41.6671;-0.0402;-0.1388
39.7009;-0.06143161;0.4765;0.2571;16.2297;-15.8655;-44.6681;41.6548;-0.0403;-0.1468
39.7703;-0.05790001;0.4885;0.2511;16.1865;-15.7819;-44.6626;41.6425;-0.0403;-0.1652
39.8398;-0.07809056;0.4964;0.2287;16.1383;-15.6969;-44.6566;41.6308;-0.0403;-0.179
39.9092;-0.09623005;0.5011;0.2101;16.0848;-15.6103;-44.6499;41.6199;-0.0403;-0.188
39.9788;-0.0889212;0.5038;0.2119;16.0259;-15.5225;-44.6425;41.6097;-0.0403;-0.1966
40.0488;-0.07263611;0.5054;0.2161;15.9616;-15.4333;-44.6346;41.6001;-0.0418;-0.2146
40.1187;-0.06966372;0.5064;0.2045;15.8914;-15.3421;-44.6259;41.5914;-0.0448;-0.239
40.1882;-0.09443407;0.5074;0.1677;15.816;-15.2501;-44.6168;41.584;-0.0468;-0.2658
40.2578;-0.10794964;0.5103;0.1458;15.7358;-15.1581;-44.6074;41.5782;-0.0473;-0.2858
40.3274;-0.10729279;0.5159;0.1345;15.65;-15.0654;-44.5973;41.5739;-0.0473;-0.3001
40.3977;-0.10854655;0.5226;0.1249;15.5582;-14.9718;-44.5867;41.571;-0.0475;-0.3066
40.4763;-0.09467947;0.5278;0.128;15.4544;-14.872;-44.5748;41.5691;-0.0497;-0.3062
40.5503;-0.08181791;0.5298;0.1349;15.3499;-14.7769;-44.563;41.5681;-0.0516;-0.2992
40.6257;-0.06638227;0.5302;0.144;15.2286;-14.6722;-44.5496;41.5679;-0.054;-0.2897
40.6953;-0.04482308;0.5268;0.1562;15.1083;-14.5733;-44.5368;41.5681;-0.0565;-0.2847
40.7651;-0.02532305;0.5164;0.1638;14.9888;-14.4789;-44.5244;41.5687;-0.0589;-0.2845
40.8347;-0.0113267;0.5079;0.1682;14.8641;-14.384;-44.5118;41.5701;-0.0606;-0.2845
40.9045;-0.00270571;0.5103;0.1708;14.7343;-14.2883;-44.499;41.5722;-0.061;-0.2845
40.9741;0.00108553;0.521;0.1701;14.6;-14.1924;-44.4862;41.575;-0.061;-0.2845
41.0437;-0.00282809;0.53;0.1628;14.4609;-14.0961;-44.4733;41.5786;-0.061;-0.2845
41.1135;-0.00804532;0.5329;0.1539;14.3159;-13.9989;-44.4602;41.583;-0.061;-0.2845
41.1833;-0.01204838;0.5311;0.1453;14.1658;-13.9012;-44.4469;41.5883;-0.0612;-0.2845
41.2527;-0.00994328;0.5296;0.1371;14.0109;-13.8036;-44.4336;41.5944;-0.0639;-0.2845
41.3223;-0.00294295;0.5287;0.1299;13.8513;-13.7057;-44.4204;41.6012;-0.0685;-0.2845
41.3923;0.0087167;0.5281;0.1255;13.6856;-13.6073;-44.4074;41.6089;-0.0742;-0.2845
41.4622;0.02120861;0.5278;0.1228;13.5153;-13.509;-44.3949;41.6174;-0.0806;-0.2825
41.5337;0.03050031;0.5276;0.1188;13.3364;-13.4088;-44.3829;41.6269;-0.0867;-0.2791
41.6033;0.03470853;0.5275;0.1124;13.1563;-13.3108;-44.3719;41.6367;-0.0901;-0.2782
41.6729;0.03751576;0.5274;0.1072;12.9722;-13.2134;-44.3619;41.6472;-0.092;-0.2698
41.7422;0.03970045;0.5259;0.1039;12.7835;-13.1162;-44.3527;41.6583;-0.093;-0.2562
41.8118;0.02682367;0.5211;0.0883;12.5902;-13.0192;-44.3445;41.6695;-0.0937;-0.2423
41.8811;-0.01010971;0.5149;0.0521;12.3922;-12.9222;-44.3371;41.681;-0.0937;-0.2307
41.9514;-0.03156707;0.5104;0.0308;12.1887;-12.8259;-44.3286;41.6945;-0.0937;-0.2216
42.0212;-0.04301959;0.5077;0.0182;11.9825;-12.7349;-44.3205;41.7166;-0.0937;-0.214
42.0913;-0.04665563;0.5044;0.0107;11.7678;-12.6377;-44.3192;41.7234;-0.0937;-0.205
42.1611;-0.03816196;0.4775;0.0063;11.5505;-12.5417;-44.3174;41.7294;-0.0937;-0.1954
42.231;-0.03027922;0.3347;0.0037;11.3296;-12.4485;-44.316;41.7385;-0.0922;-0.1788
42.3003;-0.02695572;0.1977;0.0022;11.1075;-12.3577;-44.3153;41.7489;-0.088;-0.1596
42.3708;-0.0235299;0.1167;0.0013;10.8828;-12.2675;-44.3155;41.7597;-0.0842;-0.1441
42.4412;-0.01499195;0.0689;0.0008;10.6591;-12.1789;-44.3165;41.7703;-0.0829;-0.1293
42.5105;-0.00377604;0.0407;0.0005;10.4383;-12.0919;-44.3185;41.7806;-0.0824;-0.1168
42.5801;0.00389686;0.024;0.0003;10.2213;-12.0067;-44.3215;41.7904;-0.0766;-0.0999
42.6497;0.00198933;0.0142;0.0002;10.0072;-11.9228;-44.3253;41.7997;-0.0656;-0.083
42.7192;-0.00131187;-0.0234;0.0001;9.7947;-11.8396;-44.3294;41.8085;-0.0505;-0.0697
42.7893;9.85E-05;0.0049;0.0001;9.5854;-11.7575;-44.3333;41.8168;-0.0309;-0.0555
42.8591;0.01929247;-0.0407;0;9.379;-11.6766;-44.3367;41.8246;-0.0082;-0.0378
42.9285;0.06023383;-0.2602;0;9.1731;-11.5973;-44.3291;41.8318;0.0144;-0.0202
42.9983;0.08075061;-0.2371;0;8.9827;-11.5189;-44.3354;41.8385;0.032;-0.0094
43.0681;0.08996344;-0.3248;0;8.8039;-11.4415;-44.3375;41.8448;0.0468;0.0012
43.1377;0.09967777;-0.4441;0;8.6382;-11.3653;-44.3368;41.8506;0.063;0.0153
43.2073;0.11104903;-0.476;0;8.4917;-11.2907;-44.3342;41.8559;0.0827;0.0309
43.2771;0.11305177;-0.4562;0;8.3651;-11.2168;-44.3304;41.8607;0.1024;0.0416
43.3469;0.10859519;-0.4205;0;8.2596;-11.1443;-44.3259;41.8649;0.1206;0.0435
43.4163;0.10170639;-0.4444;0;8.1733;-11.073;-44.3211;41.8688;0.1396;0.0406
43.4851;0.09483707;-0.5273;0;8.1074;-11.0051;-44.3167;41.8725;0.1633;0.0352
43.5664;0.08724311;-0.5976;0;8.0545;-10.9249;-44.3123;41.877;0.1927;0.0187
43.6375;0.07574755;-0.5937;0;8.0336;-10.8542;-44.3101;41.8813;0.2198;-0.0062
43.7073;0.06470267;-0.5351;0;8.0328;-10.7879;-44.3099;41.8858;0.2488;-0.027
43.7769;0.05830297;-0.4008;0.002;8.0335;-10.7228;-44.3099;41.8908;0.2782;-0.0421
43.8462;0.06680742;-0.3412;0.044;8.0343;-10.6591;-44.3099;41.8962;0.3059;-0.0469
43.916;0.08031422;-0.3333;0.1029;8.0351;-10.5959;-44.3099;41.9019;0.3346;-0.0461
43.9856;0.09293264;-0.3055;0.1465;8.0357;-10.5329;-44.3099;41.9076;0.3559;-0.0455
44.0552;0.10744932;0;0.2021;8.0361;-10.469;-44.3099;41.9135;0.3673;-0.0455
44.125;0.12068278;0;0.2708;8.0364;-10.4039;-44.3099;41.9195;0.3724;-0.0455
44.1946;0.1316388;0;0.3379;8.0366;-10.337;-44.3098;41.9257;0.3745;-0.0455
44.2644;0.13824952;0;0.3908;8.0367;-10.267;-44.3097;41.9324;0.3748;-0.0432
44.3342;0.14211655;0;0.4353;8.0366;-10.1933;-44.3096;41.9394;0.3748;-0.0383
44.4038;0.14341128;0.0012;0.4618;8.0365;-10.1156;-44.3095;41.9468;0.3748;-0.0327
44.4734;0.14176446;0.0462;0.4652;8.0363;-10.0309;-44.3093;41.9642;0.3748;-0.0252
44.5432;0.13788652;0.1218;0.4459;8.0356;-9.9418;-44.3091;41.979;0.3748;-0.0182
44.6125;0.13504764;0.1852;0.4352;8.0338;-9.8525;-44.3086;41.9798;0.3748;-0.0114
44.6821;0.13527563;0.2169;0.4522;8.0299;-9.7588;-44.3078;41.9816;0.3748;-0.0033
44.7515;0.13732892;0.232;0.4931;8.0236;-9.6596;-44.3065;41.9873;0.3748;0.0096
44.821;0.13900441;0.241;0.5329;8.0145;-9.5552;-44.3047;41.9946;0.3757;0.0266
44.8911;0.13925445;0.2413;0.5704;8.0025;-9.4445;-44.3024;42.0024;0.3785;0.0442
44.9607;0.13307142;0.2371;0.6167;7.9878;-9.3279;-44.2996;42.0102;0.3813;0.0579
45.0305;0.12645647;0.2336;0.6558;7.9702;-9.2048;-44.2962;42.0175;0.3842;0.0678
45.1001;0.12197775;0.2035;0.681;7.9501;-9.075;-44.2923;42.0243;0.3867;0.0772
45.1697;0.11881313;0.1406;0.695;7.9275;-8.9379;-44.2879;42.0306;0.3884;0.0898
45.2395;0.11783481;0.083;0.6919;7.9031;-8.7928;-44.2831;42.0362;0.3909;0.1086
45.3088;0.11933005;0.072;0.6709;7.8779;-8.6406;-44.2781;42.0405;0.3944;0.1312
45.3787;0.12169826;0.108;0.6412;7.8522;-8.4811;-44.2729;42.043;0.3969;0.1533
45.4485;0.12285987;0.1417;0.6171;7.8254;-8.313;-44.2674;42.0432;0.3974;0.1737
45.5183;0.1235038;0.1617;0.5808;7.7974;-8.1389;-44.2615;42.0409;0.3974;0.2047
45.5881;0.1322282;0.1787;0.5134;7.768;-7.9583;-44.2552;42.035;0.3974;0.2536
45.658;0.16979295;0.2204;0.4164;7.7367;-7.7721;-44.2484;42.0244;0.3974;0.3105
45.7278;0.1879161;0.2799;0.312;7.7033;-7.582;-44.241;42.0075;0.3969;0.362
45.7976;0.19789034;0.3213;0.23;7.6672;-7.39;-44.2328;41.9839;0.3927;0.4012
45.8672;0.20192951;0.3457;0.1719;7.6287;-7.1979;-44.222;41.9537;0.3806;0.4204
45.9365;0.20770833;0.3609;0.1088;7.5873;-7.0074;-44.2091;41.9176;0.3547;0.4398
46.0063;0.20938003;0.3735;0.0643;7.5415;-6.8181;-44.1991;41.876;0.3116;0.4789
46.0759;0.20923066;0.3874;0.0379;7.4917;-6.6329;-44.1911;41.8286;0.2719;0.5265
46.1455;0.20919013;0.4132;0.0224;7.4371;-6.4517;-44.1812;41.7745;0.2467;0.5627
46.2153;0.21289462;0.4454;0.0132;7.3774;-6.2747;-44.1702;41.7134;0.2235;0.5981
46.2854;0.21833774;0.4739;0.0078;7.3125;-6.1019;-44.1583;41.6455;0.1884;0.6331
46.3552;0.23376411;0.4962;0.0046;7.243;-5.9363;-44.1461;41.5719;0.1431;0.6604
46.4258;0.25178903;0.5116;0.0117;7.1683;-5.7769;-44.1339;41.4928;0.1038;0.6742
46.5017;0.2662314;0.5186;0.0532;7.0843;-5.6162;-44.1215;41.4048;0.076;0.6738
46.5764;0.27235234;0.5173;0.1077;6.992;-5.4575;-44.1088;41.3039;0.0623;0.6671
46.6541;0.27199006;0.508;0.1748;6.8882;-5.2968;-44.0951;41.1709;0.054;0.6591
46.7295;0.27053922;0.477;0.2291;6.7802;-5.1449;-44.0811;41.0521;0.0464;0.6496
46.7993;0.26815802;0.446;0.2642;6.6771;-5.0097;-44.068;40.945;0.0395;0.6388
46.8691;0.2623785;0.4361;0.2924;6.5677;-4.8767;-44.048;40.8358;0.0344;0.6257
46.9402;0.25558716;0.4518;0.3265;6.4532;-4.7428;-44.0308;40.7207;0.0328;0.6074
47.0098;0.24918562;0.4646;0.3616;6.3372;-4.6123;-44.0155;40.6035;0.0366;0.5905
47.0793;0.24687672;0.4681;0.3868;6.2172;-4.4826;-44.0003;40.4813;0.0514;0.5775
47.1492;0.24479619;0.4658;0.4051;6.0922;-4.3529;-43.9841;40.3532;0.0737;0.5692
47.219;0.23820058;0.4635;0.4279;5.9629;-4.2239;-43.9662;40.2196;0.0991;0.5627
47.2886;0.23097557;0.4607;0.4575;5.8293;-4.096;-43.9461;40.0799;0.1269;0.553
47.3584;0.22258613;0.4507;0.4912;5.6909;-3.9687;-43.9233;39.9326;0.1546;0.5373
47.428;0.21302557;0.4292;0.532;5.549;-3.8429;-43.8975;39.7782;0.1879;0.5172
47.498;0.20566955;0.3948;0.585;5.4019;-3.716;-43.868;39.6153;0.2264;0.4973
47.5679;0.20699942;0.3563;0.631;5.2525;-3.6001;-43.8347;39.4413;0.2657;0.4804
47.6377;0.20719662;0.3223;0.6482;5.1005;-3.4917;-43.7969;39.2563;0.2994;0.4628
47.7075;0.21099594;0.2897;0.6342;4.9467;-3.3569;-43.7545;39.1133;0.3212;0.4423
47.7771;0.2145862;0.2669;0.6192;4.7917;-3.2219;-43.7057;38.9497;0.3347;0.4178
47.8469;0.21660915;0.2527;0.6104;4.6355;-3.0877;-43.6526;38.7626;0.3463;0.3907
47.9167;0.21784496;0.2413;0.6052;4.4779;-2.9543;-43.5996;38.5606;0.3601;0.3611
47.9866;0.21763325;0.2218;0.6021;4.3232;-2.8219;-43.5402;38.3484;0.3794;0.3237
48.0562;0.20534813;0.1989;0.6003;4.1701;-2.6899;-43.4766;38.1291;0.3992;0.2714
48.1255;0.18323138;0.1808;0.5992;4.0171;-2.5579;-43.4104;37.9033;0.4154;0.2158
48.1956;0.17373109;0.1697;0.5986;3.8643;-2.4244;-43.3404;37.6715;0.4252;0.1759
48.2649;0.17513052;0.162;0.5982;3.7129;-2.2895;-43.2671;37.4358;0.43;0.1536
48.3345;0.17182541;0.1558;0.598;3.5638;-2.1521;-43.1972;37.1956;0.4386;0.1377
48.4041;0.16922241;0.1525;0.6003;3.4157;-2.0122;-43.1207;36.9499;0.4447;0.1296
48.4739;0.16604632;0.1518;0.6088;3.2692;-1.871;-43.039;36.6976;0.4521;0.1233
48.5432;0.16166651;0.1514;0.6188;3.1255;-1.7273;-42.9538;36.4409;0.4624;0.1156
48.6128;0.15690151;0.149;0.6257;2.9837;-1.5806;-42.8648;36.1779;0.4733;0.11
48.6826;0.15290436;0.141;0.6237;2.844;-1.3917;-42.7721;35.9128;0.4822;0.1095
48.7534;0.14846772;0.1315;0.6028;2.7048;-1.2052;-42.6746;35.635;0.4922;0.1244
48.823;0.14464214;0.1248;0.5662;2.5712;-1.0412;-42.5759;35.3542;0.5064;0.1579
48.8926;0.16895235;0.1208;0.523;2.4408;-0.8896;-42.474;35.0651;0.5209;0.1996
48.9626;0.18692976;0.1192;0.4908;2.3128;-0.7469;-42.3682;34.7666;0.5301;0.2332
49.0327;0.20272893;0.1199;0.4718;2.1888;-0.6137;-42.2598;34.461;0.5346;0.2699
49.1023;0.21517599;0.1225;0.4637;2.0686;-0.4906;-42.1491;34.1484;0.541;0.3081
49.1716;0.2280122;0.1244;0.4351;1.9525;-0.3786;-42.0357;33.8289;0.5528;0.3519
49.2415;0.23727152;0.1254;0.3713;1.8395;-0.2779;-41.9192;33.5014;0.5667;0.391
49.3108;0.23917255;0.1261;0.317;1.7339;-0.1913;-41.7893;33.1695;0.5808;0.419
49.3804;0.23784578;0.129;0.2977;1.6308;-0.1191;-41.663;32.8335;0.5942;0.4359
49.4519;0.23593894;0.1358;0.2985;1.5311;-0.0622;-41.5373;32.4947;0.6069;0.4441
49.5205;0.2345773;0.1443;0.2982;1.4433;-0.0233;-41.4214;32.1838;0.6151;0.4445
49.5903;0.2338934;0.1565;0.2917;1.3457;0.0063;-41.2854;31.8235;0.621;0.4446
49.6636;0.23251876;0.1711;0.2787;1.2495;0.0203;-41.1423;31.4513;0.6279;0.4438
49.7354;0.22992805;0.1813;0.2678;1.1625;0.0181;-41.0039;31.0993;0.637;0.4315
49.8047;0.22609001;0.1798;0.2581;1.0827;0.0027;-40.868;30.7618;0.6483;0.3943
49.8745;0.22238159;0.1709;0.2516;1.0005;-0.0238;-40.7311;30.4258;0.6604;0.3495
49.9441;0.21680117;0.1559;0.2477;0.9216;-0.0588;-40.592;30.0923;0.6713;0.2841
50.0142;0.2025646;0.1398;0.241;0.8471;-0.0996;-40.4504;29.7607;0.6806;0.1919
50.084;0.17493615;0.1302;0.2293;0.7775;-0.1418;-40.3074;29.4332;0.6859;0.0887
50.1536;0.13751471;0.1244;0.2199;0.7179;-0.1809;-40.1628;29.1106;0.6866;-0.0062
50.2231;0.11238021;0.1236;0.2143;0.665;-0.2138;-40.0167;28.7906;0.6866;-0.0557
50.2927;0.09924221;0.1252;0.2126;0.6177;-0.2405;-39.8703;28.4748;0.6865;-0.1029
50.3623;0.0892891;0.131;0.2069;0.5749;-0.2612;-39.7236;28.162;0.6865;-0.1627
50.4351;0.0788039;0.1372;0.1642;0.535;-0.2742;-39.5703;27.8392;0.6865;-0.2289
50.5049;0.07892668;0.1411;0.1199;0.5011;-0.2766;-39.4234;27.535;0.6865;-0.2904
50.5747;0.10069504;0.1435;0.1247;0.4807;-0.2674;-39.275;27.2351;0.6858;-0.3498
50.6497;0.1287334;0.1471;0.1581;0.4611;-0.2458;-39.1285;26.9442;0.6808;-0.3834
50.7224;0.14024946;0.1532;0.17;0.4386;-0.2068;-38.9635;26.6238;0.6733;-0.3894
50.792;0.14072138;0.1582;0.1492;0.4205;-0.1609;-38.817;26.3452;0.6663;-0.3866
